# r(Ang) g(r) at T=800K
0.0400 0.0000
0.1200 0.0000
0.2000 0.0000
0.2800 0.0000
0.3600 0.0000
0.4400 0.0000
0.5200 0.0000
0.6000 0.0000
0.6800 0.0000
0.7600 0.0000
0.8400 0.0000
0.9200 0.0000
1.0000 0.0000
1.0800 0.0000
1.1600 0.0000
1.2400 0.0000
1.3200 0.0000
1.4000 0.0000
1.4800 0.0000
1.5600 0.0000
1.6400 0.0000
1.7200 0.0000
1.8000 0.0000
1.8800 0.0000
1.9600 0.0000
2.0400 0.0000
2.1200 0.0000
2.2000 0.2697
2.2800 1.1299
2.3600 2.0701
2.4400 3.8731
2.5200 4.5218
2.6000 4.0225
2.6800 2.5745
2.7600 1.8848
2.8400 0.8091
2.9200 0.2296
3.0000 0.1692
3.0800 0.0459
3.1600 0.0654
3.2400 0.2072
3.3200 0.2368
3.4000 0.5834
3.4800 0.7904
3.5600 0.7038
3.6400 0.8702
3.7200 0.8017
3.8000 0.4670
3.8800 0.4046
3.9600 0.3191
4.0400 0.3732
4.1200 0.7049
4.2000 1.2209
4.2800 1.9833
4.3600 2.3461
4.4400 2.3616
4.5200 2.3852
4.6000 1.3263
4.6800 0.8840
4.7600 0.7201
4.8400 0.5572
4.9200 0.6561
5.0000 0.8180
5.0800 0.8683
5.1600 0.9723
5.2400 0.8082
5.3200 0.6072
5.4000 0.6342
5.4800 0.8331
5.5600 1.2316
5.6400 1.1969
5.7200 0.6649
5.8000 0.1423
5.8800 0.0692
5.9600 0.1409
6.0400 0.2326
6.1200 0.2962
6.2000 0.4584
6.2800 0.3972
6.3600 0.6508
6.4400 0.7763
6.5200 1.1515
6.6000 1.3435
6.6800 1.3505
6.7600 1.0521
6.8400 0.5720
6.9200 0.2272
7.0000 0.0533
7.0800 0.0304
7.1600 0.0127
7.2400 0.0291
7.3200 0.0853
7.4000 0.1232
7.4800 0.1828
7.5600 0.1446
7.6400 0.0559
7.7200 0.0000
7.8000 0.0036
7.8800 0.0035
7.9600 0.0103
