# r(Ang) g(r) at T=2200K
0.0400 0.0000
0.1200 0.0000
0.2000 0.0000
0.2800 0.0000
0.3600 0.0000
0.4400 0.0000
0.5200 0.0000
0.6000 0.0000
0.6800 0.0000
0.7600 0.0000
0.8400 0.0000
0.9200 0.0000
1.0000 0.0000
1.0800 0.0000
1.1600 0.0000
1.2400 0.0000
1.3200 0.0000
1.4000 0.0000
1.4800 0.0000
1.5600 0.0000
1.6400 0.0000
1.7200 0.0000
1.8000 0.0000
1.8800 0.0000
1.9600 0.0566
2.0400 0.0523
2.1200 0.6292
2.2000 1.3034
2.2800 1.5483
2.3600 3.2418
2.4400 2.8866
2.5200 2.9803
2.6000 2.5422
2.6800 1.5144
2.7600 1.5136
2.8400 0.9170
2.9200 0.9695
3.0000 0.7977
3.0800 0.5733
3.1600 0.5664
3.2400 0.3937
3.3200 0.5329
3.4000 0.4328
3.4800 0.6108
3.5600 0.4806
3.6400 0.4762
3.7200 0.6917
3.8000 0.6478
3.8800 0.6503
3.9600 0.9295
4.0400 0.8930
4.1200 1.2432
4.2000 1.1469
4.2800 1.3301
4.3600 1.3504
4.4400 1.5450
4.5200 1.4801
4.6000 1.4085
4.6800 1.2913
4.7600 1.1330
4.8400 1.0216
4.9200 1.2582
5.0000 0.8615
5.0800 0.8430
5.1600 0.9723
5.2400 0.8161
5.3200 0.8763
5.4000 0.8953
5.4800 0.9490
5.5600 0.8023
5.6400 0.7181
5.7200 0.5718
5.8000 0.4204
5.8800 0.2391
5.9600 0.2695
6.0400 0.3638
6.1200 0.5518
6.2000 0.7074
6.2800 0.6895
6.3600 0.8498
6.4400 0.8131
6.5200 0.8649
6.6000 0.8840
6.6800 0.7752
6.7600 0.6760
6.8400 0.4650
6.9200 0.3862
7.0000 0.2220
7.0800 0.1345
7.1600 0.1613
7.2400 0.1162
7.3200 0.1015
7.4000 0.1073
7.4800 0.0855
7.5600 0.0609
7.6400 0.0410
7.7200 0.0256
7.8000 0.0465
7.8800 0.1121
7.9600 0.0790
