# r(Ang) g(r) at T=1800K
0.0400 0.0000
0.1200 0.0000
0.2000 0.0000
0.2800 0.0000
0.3600 0.0000
0.4400 0.0000
0.5200 0.0000
0.6000 0.0000
0.6800 0.0000
0.7600 0.0000
0.8400 0.0000
0.9200 0.0000
1.0000 0.0000
1.0800 0.0000
1.1600 0.0000
1.2400 0.0000
1.3200 0.0000
1.4000 0.0000
1.4800 0.0000
1.5600 0.0000
1.6400 0.0000
1.7200 0.0000
1.8000 0.0000
1.8800 0.0000
1.9600 0.0000
2.0400 0.1045
2.1200 0.5324
2.2000 0.9438
2.2800 2.0923
2.3600 2.1091
2.4400 2.8866
2.5200 3.3228
2.6000 2.9606
2.6800 1.9687
2.7600 1.7135
2.8400 1.2137
2.9200 0.5613
3.0000 0.6526
3.0800 0.5733
3.1600 0.4575
3.2400 0.2694
3.3200 0.4737
3.4000 0.4328
3.4800 0.5748
3.5600 0.4806
3.6400 0.6075
3.7200 0.6760
3.8000 0.6629
3.8800 0.6214
3.9600 0.6382
4.0400 1.0930
4.1200 0.8843
4.2000 1.3813
4.2800 1.3895
4.3600 1.7853
4.4400 1.7436
4.5200 1.3843
4.6000 1.2852
4.6800 1.2714
4.7600 1.1234
4.8400 0.9473
4.9200 0.8987
5.0000 0.9311
5.0800 0.9020
5.1600 0.8089
5.2400 0.9904
5.3200 0.9532
5.4000 0.7983
5.4800 0.8983
5.5600 0.8445
5.6400 0.8549
5.7200 0.5585
5.8000 0.3816
5.8800 0.2328
5.9600 0.2634
6.0400 0.3280
6.1200 0.3717
6.2000 0.5433
6.2800 0.6178
6.3600 0.7852
6.4400 0.8813
6.5200 1.0286
6.6000 1.0938
6.6800 0.8288
6.7600 0.6998
6.8400 0.5859
6.9200 0.2726
7.0000 0.1954
7.0800 0.1085
7.1600 0.1231
7.2400 0.1162
7.3200 0.1015
7.4000 0.1232
7.4800 0.0739
7.5600 0.0875
7.6400 0.0298
7.7200 0.0146
7.8000 0.0536
7.8800 0.0701
7.9600 0.0927
