# r(Ang) g(r) at T=1000K
0.0400 0.0000
0.1200 0.0000
0.2000 0.0000
0.2800 0.0000
0.3600 0.0000
0.4400 0.0000
0.5200 0.0000
0.6000 0.0000
0.6800 0.0000
0.7600 0.0000
0.8400 0.0000
0.9200 0.0000
1.0000 0.0000
1.0800 0.0000
1.1600 0.0000
1.2400 0.0000
1.3200 0.0000
1.4000 0.0000
1.4800 0.0000
1.5600 0.0000
1.6400 0.0000
1.7200 0.0000
1.8000 0.0000
1.8800 0.0000
1.9600 0.0000
2.0400 0.0000
2.1200 0.0000
2.2000 0.2247
2.2800 1.0880
2.3600 2.8903
2.4400 3.9462
2.5200 3.3228
2.6000 3.8938
2.6800 2.8774
2.7600 1.6278
2.8400 1.0519
2.9200 0.4848
3.0000 0.1450
3.0800 0.0688
3.1600 0.0871
3.2400 0.2280
3.3200 0.1776
3.4000 0.5081
3.4800 0.8443
3.5600 0.7553
3.6400 0.8702
3.7200 0.6760
3.8000 0.5122
3.8800 0.4046
3.9600 0.3468
4.0400 0.4265
4.1200 0.8971
4.2000 1.0729
4.2800 2.1021
4.3600 2.3918
4.4400 1.9754
4.5200 2.1510
4.6000 1.5011
4.6800 1.0330
4.7600 0.7105
4.8400 0.5479
4.9200 0.5392
5.0000 0.9746
5.0800 0.9273
5.1600 0.7926
5.2400 0.8795
5.3200 0.6611
5.4000 0.7908
5.4800 0.9128
5.5600 1.0486
5.6400 1.1148
5.7200 0.6915
5.8000 0.2005
5.8800 0.1007
5.9600 0.1409
6.0400 0.2028
6.1200 0.3253
6.2000 0.4131
6.2800 0.4523
6.3600 0.6185
6.4400 0.7291
6.5200 1.1105
6.6000 1.4434
6.6800 1.4139
6.7600 1.0093
6.8400 0.5115
6.9200 0.2090
7.0000 0.0755
7.0800 0.0174
7.1600 0.0212
7.2400 0.0332
7.3200 0.0650
7.4000 0.1311
7.4800 0.2061
7.5600 0.1294
7.6400 0.0485
7.7200 0.0000
7.8000 0.0072
7.8800 0.0035
7.9600 0.0206
